word,meaning,pos,"example","example_ko","example2","example2_ko","collocation","collocation_ko",level,synonym
querulous,불평이 많은,adj,"The querulous tone of the email annoyed HR.","그 이메일의 불평 섞인 어조가 인사팀을 짜증나게 했다.","","","querulous complaint","불평 많은 불만",5,
rampant,만연한,adj,"Rumors were rampant after the announcement.","발표 이후 소문이 만연했다.","Corruption was rampant in the old regime.","그 옛 정권에서는 부패가 만연했다.","rampant corruption","만연한 부패",2,widespread
rancor,원한,n,"There was still rancor between the two founders.","두 창업자 사이에는 여전히 원한이 남아 있었다.","","","without rancor","원한 없이",5,
rash,성급한,adj,"It was a rash decision made without enough data.","그것은 충분한 데이터 없이 내려진 성급한 결정이었다.","Quitting your job without a backup plan sounds rash.","대비책 없이 직장을 그만두는 것은 성급한 것처럼 들린다.","rash decision","성급한 결정",2,reckless
rebuke,질책하다,v,"The board rebuked him for the leaked figures.","이사회는 수치 유출에 대해 그를 질책했다.","","","rebuke an employee","직원을 질책하다",4,
recalcitrant,반항적인,adj,"A few recalcitrant clients refused the new terms.","몇몇 반항적인 고객들은 새 조건을 거부했다.","","","recalcitrant teenager","반항적인 십대",5,
reciprocate,보답하다/상호 교환하다,v,"The vendor reciprocated with a discount.","그 업체는 할인으로 보답했다.","","","reciprocate a favor","호의에 보답하다",4,
reconcile,조화시키다/화해하다,v,"They finally reconciled the two budgets.","그들은 마침내 두 예산안을 조율했다.","","","reconcile differences","이견을 조정하다",3,
redundant,불필요한/중복된,adj,"Several roles became redundant after the merger.","합병 이후 여러 직책이 불필요해졌다.","","","redundant information","불필요한(중복된) 정보",3,
refute,반박하다,v,"The data refutes the earlier assumption.","그 데이터는 이전의 가정을 반박한다.","","","refute a claim","주장을 반박하다",3,
relentless,끈질긴,adj,"She was relentless in chasing the deadline.","그녀는 마감을 맞추기 위해 끈질기게 매달렸다.","","","relentless pursuit","집요한 추구",3,
relinquish,포기하다,v,"He relinquished control of the project.","그는 프로젝트에 대한 통제권을 포기했다.","","","relinquish control","통제권을 포기하다",4,
reluctant,꺼리는,adj,"The board was reluctant to approve the budget.","이사회는 예산 승인을 꺼렸다.","He was reluctant to share his true feelings.","그는 자신의 진짜 감정을 나누기를 꺼렸다.","reluctant participant","꺼리는 참가자",1,unwilling
remedial,교정의/치료의,adj,"Remedial training was offered after the audit.","감사 이후 보완 교육이 제공되었다.","","","remedial action","시정 조치",3,
remorse,후회,n,"He showed real remorse for the missed deadline.","그는 마감을 놓친 것에 대해 진심으로 후회했다.","","","show remorse","후회를 보이다",3,
renounce,포기하다/버리다,v,"She renounced her claim to the old contract.","그녀는 예전 계약에 대한 권리를 포기했다.","","","renounce citizenship","시민권을 포기하다",4,
repudiate,거부하다,v,"The company repudiated the leaked statement.","그 회사는 유출된 성명을 부인했다.","","","repudiate a claim","주장을 거부하다",5,
resilient,회복력 있는,adj,"The supply chain proved resilient during the crisis.","공급망은 위기 상황에서 회복력이 있음을 입증했다.","","","resilient community","회복력 있는 공동체",3,
resolute,단호한,adj,"He remained resolute despite the setbacks.","그는 여러 차례의 좌절에도 단호한 태도를 유지했다.","","","resolute leader","단호한 지도자",3,
retract,철회하다,v,"The spokesperson retracted the earlier claim.","대변인은 이전 발언을 철회했다.","","","retract a statement","진술을 철회하다",4,
reticent,말을 잘 안 하는,adj,"She was reticent about the reasons for leaving.","그녀는 퇴사 이유에 대해 말을 아꼈다.","","","reticent about","~에 대해 말을 아끼는",4,
reverence,경의/존경,n,"Junior staff treated the founder with reverence.","신입 직원들은 창업자를 존경심을 담아 대했다.","","","reverence for","~에 대한 경의",4,
rigorous,철저한,adj,"The product went through rigorous testing.","그 제품은 철저한 테스트를 거쳤다.","","","rigorous training","혹독한 훈련",3,
robust,견고한,adj,"The new system is far more robust than before.","새 시스템은 이전보다 훨씬 더 견고하다.","","","robust economy","견고한 경제",3,
ruthless,무자비한,adj,"The market can be ruthless to slow movers.","그 시장은 대응이 느린 기업에게 무자비할 수 있다.","","","ruthless dictator","무자비한 독재자",3,
sagacious,현명한,adj,"Her sagacious advice saved the deal.","그녀의 현명한 조언이 그 거래를 살렸다.","","","sagacious advice","현명한 조언",5,
sanction,제재하다/승인,v,"Regulators may sanction the firm for the breach.","규제 당국은 그 위반에 대해 회사를 제재할 수 있다.","","","sanction a country","국가를 제재하다",3,
saturate,흠뻑 적시다/포화시키다,v,"Ads have saturated every channel this quarter.","이번 분기에는 광고가 모든 채널을 포화 상태로 만들었다.","","","saturated market","포화 시장",4,
scrupulous,꼼꼼한/양심적인,adj,"He is scrupulous about following the checklist.","그는 체크리스트를 따르는 데 매우 꼼꼼하다.","","","scrupulous attention","양심적인(꼼꼼한) 주의",5,
scrutinize,자세히 조사하다,v,"Auditors scrutinized every line of the report.","감사관들은 보고서의 모든 항목을 자세히 조사했다.","The editor scrutinized each sentence before publishing the article.","편집자는 기사를 게재하기 전에 문장 하나하나를 자세히 조사했다.","scrutinize the data","데이터를 자세히 조사하다",2,examine
sedentary,앉아서 지내는,adj,"Office work tends to be quite sedentary.","사무직 업무는 대체로 앉아서 지내는 경향이 있다.","","","sedentary lifestyle","앉아서 생활하는 방식",3,
serene,평온한,adj,"The office felt oddly serene during the holidays.","연휴 기간 사무실은 묘하게 평온했다.","","","serene lake","평온한 호수",3,
severe,심각한/엄격한,adj,"The bug caused a severe drop in performance.","그 버그는 성능의 심각한 저하를 일으켰다.","The region suffered severe damage from the earthquake.","그 지역은 지진으로 심각한 피해를 입었다.","severe weather","악천후(심각한 기상 상황)",1,harsh
skeptical,의심하는,adj,"Investors remained skeptical of the forecast.","투자자들은 그 전망에 대해 계속 의심을 품었다.","","","skeptical of","~에 대해 회의적인",3,
solace,위안,n,"She found solace in the team's support.","그녀는 팀의 지지에서 위안을 얻었다.","","","find solace in","~에서 위안을 찾다",3,
solicit,요청하다,v,"The firm solicited feedback from every client.","그 회사는 모든 고객에게 피드백을 요청했다.","","","solicit feedback","피드백을 요청하다",4,
solitary,혼자 하는/고독한,adj,"He prefers solitary work over group meetings.","그는 단체 회의보다 혼자 하는 작업을 선호한다.","","","solitary confinement","독방 감금",3,
sparse,희박한/드문,adj,"Data for the region was still quite sparse.","그 지역에 대한 데이터는 여전히 상당히 부족했다.","","","sparse population","희박한 인구",3,
spurious,거짓된/근거 없는,adj,"The claim turned out to be entirely spurious.","그 주장은 완전히 근거 없는 것으로 드러났다.","","","spurious claim","근거 없는 주장",5,
stagnant,침체된,adj,"Sales have been stagnant for two quarters.","매출이 두 분기 연속 정체되어 있다.","Wages have remained stagnant for nearly a decade.","임금은 거의 10년째 정체된 상태를 유지하고 있다.","stagnant water","고인 물",2,stalled
staunch,확고한,adj,"He remained a staunch supporter of the merger.","그는 그 합병의 확고한 지지자로 남았다.","","","staunch supporter","확고한 지지자",3,
stringent,엄격한,adj,"The new rules impose stringent safety checks.","새 규정은 엄격한 안전 점검을 요구한다.","","","stringent regulations","엄격한 규제",4,
subdue,진압하다/억제하다,v,"Management tried to subdue the growing unrest.","경영진은 커지는 불만을 진정시키려 했다.","","","subdue a rebellion","반란을 진압하다",4,
subside,진정되다/가라앉다,v,"The controversy eventually subsided.","그 논란은 결국 가라앉았다.","","","pain subsides","통증이 가라앉다",3,
substantiate,입증하다,v,"He could not substantiate the claim with data.","그는 데이터로 그 주장을 입증하지 못했다.","","","substantiate a claim","주장을 입증하다",4,
subtle,미묘한,adj,"There's a subtle difference between the two plans.","두 계획 사이에는 미묘한 차이가 있다.","He gave a subtle hint that he wanted to leave early.","그는 일찍 떠나고 싶다는 미묘한 암시를 주었다.","subtle difference","미묘한 차이",2,delicate/understated
succinct,간결한,adj,"Keep your summary succinct and clear.","요약은 간결하고 명확하게 작성하세요.","","","succinct summary","간결한 요약",4,
superficial,겉만의/얕은,adj,"The review felt superficial and rushed.","그 검토는 겉핥기식이고 서둘러 진행된 것처럼 느껴졌다.","Their friendship always felt somewhat superficial.","그들의 우정은 항상 다소 겉만의 관계처럼 느껴졌다.","superficial wound","표면적인 상처(경상)",2,shallow
superfluous,불필요한,adj,"Remove any superfluous steps from the process.","절차에서 불필요한 단계는 모두 제거하세요.","","","superfluous detail","불필요한 세부사항",4,
suppress,억누르다,v,"They tried to suppress news of the recall.","그들은 리콜 소식을 억누르려 했다.","","","suppress emotions","감정을 억누르다",3,
